ville,lien,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Balaguier-d'Olt (12260),/management/ville/balaguier-d-olt/ville-12018,6,6.2,6.7,6.7,5.6,5.3,6.5,6.5,6.8,7.4,7.8,7.5,7.7,7.5,7,6.7,6.6
Balaguier-sur-Rance (12380),/management/ville/balaguier-sur-rance/ville-12019,7.1,7,7.6,7.6,6.9,6.6,8.2,8.5,8.5,9,9.9,9.8,10,9.6,9.2,9,8.5
Balaiseaux (39120),/management/ville/balaiseaux/ville-39034,7.1,7.1,7.5,7.5,6.6,6.6,8.9,8.4,7.8,8.5,9.1,8.9,9,8.7,7.7,7.1,6.8
Balan (01360),/management/ville/balan/ville-01027,7.6,7.9,7.7,7.7,7,6.3,8.2,8.4,8.2,8.8,9.2,9.2,9.2,8.9,8.3,8,7.5
Balan (08200),/management/ville/balan/ville-08043,12.1,12.3,12.7,12.7,11.2,10.5,12.5,11.4,11.3,12.5,13.2,13,13.2,12.7,11.7,10.9,10.4
Balanod (39160),/management/ville/balanod/ville-39035,5.3,5.6,5.9,5.9,5.2,5.1,6.7,6.6,6,6.2,6.6,6.6,6.8,6.7,6.1,5.9,5.5
Balansun (64300),/management/ville/balansun/ville-64088,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
Balanzac (17600),/management/ville/balanzac/ville-17030,8.1,8.5,8.9,8.9,8.1,7.6,9.4,9.8,9.7,10.1,10.4,10.5,10.8,10.4,9.7,9.3,8.7
Balaruc-le-Vieux (34540),/management/ville/balaruc-le-vieux/ville-34024,14.7,14.4,13.5,13.5,12.6,11.6,13.4,13.6,14,14.9,16.1,16.1,15.8,15.2,14.3,13.7,12.9
Balaruc-les-Bains (34540),/management/ville/balaruc-les-bains/ville-34023,14.7,14.4,13.5,13.5,12.6,11.6,13.4,13.6,14,14.9,16.1,16.1,15.8,15.2,14.3,13.7,12.9
Balâtre (80700),/management/ville/balatre/ville-80053,9.6,10.1,10.4,10.4,9.8,9,10.9,11,10.9,11.8,12.3,12,12.1,12,11.4,11,10.4
Balazé (35500),/management/ville/balaze/ville-35015,4.2,4.3,4.5,4.5,3.9,3.7,5.1,4.9,4.5,5.2,5.8,5.4,5.5,5.5,5.1,5,4.6
Balazuc (07120),/management/ville/balazuc/ville-07023,10.1,10.3,11.1,11.1,11,10.4,12.2,12,12.1,12.7,13.5,13.5,13.8,13.7,13.1,12.7,11.8
Balbigny (42510),/management/ville/balbigny/ville-42011,8.2,8.4,8.4,8.4,7.5,7,9.2,8.9,8.8,9.4,9.9,10,10.2,9.9,9.1,8.8,8.1
Balbronn (67310),/management/ville/balbronn/ville-67018,4.6,4.9,5.1,5.1,4.3,4.2,6,5.8,5.7,6.2,6.8,6.7,6.7,6.5,6.1,5.5,5.1
Baldenheim (67600),/management/ville/baldenheim/ville-67019,5.5,6.1,6.3,6.3,5.5,5.5,7.2,7.4,7.1,7.4,7.8,7.7,7.8,7.8,7.1,6.6,6.2
Baldersheim (68390),/management/ville/baldersheim/ville-68015,7.4,8.7,10.2,10.2,9.2,8,10.1,10.1,9.9,10.8,11.5,11.4,11.5,11.2,10.3,9.6,9.3
Baleix (64460),/management/ville/baleix/ville-64089,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
Balesta (31580),/management/ville/balesta/ville-31043,7.8,8.1,8.7,8.7,8.1,8.1,9.8,10,10.2,10.8,11,10.6,10.9,10.7,9.6,9.2,8.9
Baleyssagues (47120),/management/ville/baleyssagues/ville-47020,8,8.2,8.2,8.2,7.2,7.1,8.7,8.9,9,9.5,9.9,9.8,10.2,10.2,9.2,8.9,8.4
Balgau (68740),/management/ville/balgau/ville-68016,7.4,8.7,10.2,10.2,9.2,8,10.1,10.1,9.9,10.8,11.5,11.4,11.5,11.2,10.3,9.6,9.3
Balham (08190),/management/ville/balham/ville-08044,8.3,8.7,9.1,9.1,8,7.5,9.3,9.1,9.3,10,10.8,10.9,10.9,10.5,9.7,9.3,8.9
Balignac (82120),/management/ville/balignac/ville-82009,8.4,8.6,9.2,9.2,8.7,8.1,9.5,9.9,10.1,10.7,11.3,11.4,11.9,11.8,11.1,10.6,9.8
Balignicourt (10330),/management/ville/balignicourt/ville-10027,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Bâlines (27130),/management/ville/balines/ville-27036,7.3,8,8.3,8.3,7.5,7,8.8,9.1,9,9.8,10.5,10.3,10.4,10.4,9.7,9.2,8.6
Balinghem (62610),/management/ville/balinghem/ville-62078,12.5,13.4,14.8,14.8,13.7,13.2,15.3,15.5,15.3,16.1,16.6,15.8,15.9,15.3,14.3,13.8,12.7
Baliracq-Maumusson (64330),/management/ville/baliracq-maumusson/ville-64090,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
Baliros (64510),/management/ville/baliros/ville-64091,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
Balizac (33730),/management/ville/balizac/ville-33026,8.7,9.1,8.6,8.6,7.6,7,8.4,8.8,8.9,9.5,9.8,9.9,10.1,9.8,9.2,8.7,8
Ballainvilliers (91160),/management/ville/ballainvilliers/ville-91044,5.5,6,5.5,5.5,4.8,4.3,5.5,5.8,5.7,5.9,6.4,6.4,6.5,6.5,6.1,5.9,5.6
Ballaison (74140),/management/ville/ballaison/ville-74025,5.1,5.4,5.3,5.3,4.9,4.8,7,7.1,6.6,7.1,7.4,7.6,7.9,7.7,7.2,7,6.8
Ballan-Miré (37510),/management/ville/ballan-mire/ville-37018,7.2,7.6,7.4,7.4,6.6,6.2,7.7,7.9,7.7,8.4,9,9.1,9.3,9.2,8.5,8.2,7.8
Ballancourt-sur-Essonne (91610),/management/ville/ballancourt-sur-essonne/ville-91045,7.5,8,7.4,7.4,6.4,5.8,7.4,7.7,7.6,8.2,8.8,9.1,9.1,9,8.4,8.2,7.3
Ballans (17160),/management/ville/ballans/ville-17031,7,7.3,7.3,7.3,6.6,6.4,8.4,8.3,8,8.4,8.9,8.7,8.5,8.1,7.4,7.3,6.9
Ballay (08400),/management/ville/ballay/ville-08045,8.3,8.7,9.1,9.1,8,7.5,9.3,9.1,9.3,10,10.8,10.9,10.9,10.5,9.7,9.3,8.9
Balledent (87290),/management/ville/balledent/ville-87007,6.4,6.9,7.4,7.4,6.8,6.4,8.2,8.4,8.7,9.2,9.7,9.7,9.9,9.6,8.7,8.3,7.7
Balleroy-sur-Drôme (14490),/management/ville/balleroy-sur-drome/ville-14035,7.6,7.5,8.1,8.1,7,6.5,8,7.8,8.1,8.9,9.2,9,9.3,8.7,7.9,7.5,6.5
Ballersdorf (68210),/management/ville/ballersdorf/ville-68017,4.7,5.9,6.7,6.7,5.9,5,6.4,6.4,6.2,6.7,7.2,7.4,7.6,7.7,7.1,6.6,6.6
Balléville (88170),/management/ville/balleville/ville-88031,7.6,8.3,7.7,7.7,7.1,6.6,8.4,8.7,9,9.8,10.6,10.1,10,9.3,8.4,7.9,7.3
Ballon (17290),/management/ville/ballon/ville-17032,9.4,9.7,9.3,9.3,8.4,7.9,9.6,9.5,9.1,9.7,10.5,10.5,10.8,10.3,9.3,9.1,8.2
Ballon-Saint Mars (72290),/management/ville/ballon-saint-mars/ville-72023,6.7,7.2,7.9,7.9,7,6.5,8.7,8.8,8.5,9.2,10,10.1,10.3,9.9,9.1,8.7,8.4
Ballons (26560),/management/ville/ballons/ville-26022,9.1,9.3,9.8,9.8,9.6,8.9,10.1,10.4,10.2,11.1,11.7,11.9,12.4,12,11.3,10.9,10.1
Ballore (71220),/management/ville/ballore/ville-71017,11.1,11.4,10.9,10.9,9.6,9.1,11.5,11.5,11.2,11.6,12.1,11.7,11.9,11.4,10.4,9.7,9.2
Ballots (53350),/management/ville/ballots/ville-53018,4.4,5.1,5.4,5.4,4.8,4.6,6.7,6.2,6.1,7,7.5,7.2,7.2,7.3,6.8,6.7,6.3
Balloy (77118),/management/ville/balloy/ville-77019,9.6,9.6,9.9,9.9,8.7,7.6,9.5,9.3,9.6,10.5,11.4,11.7,12.3,11.8,11.2,11.3,11
Balma (31130),/management/ville/balma/ville-31044,8.7,8.9,8.8,8.8,7.9,7.2,8.6,8.9,9,9.5,10.1,10.3,10.4,10,9.1,8.5,8
Balnot-la-Grange (10210),/management/ville/balnot-la-grange/ville-10028,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Balnot-sur-Laignes (10110),/management/ville/balnot-sur-laignes/ville-10029,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Balogna (20160),/management/ville/balogna/ville-2A028,8.2,8.6,7.7,7.7,7.1,6.8,7.6,8.1,8.4,8.7,8.9,8.8,9,8.5,8.3,7.7,7.2
Balot (21330),/management/ville/balot/ville-21044,6.4,6.2,7.4,7.4,6.6,6,8.1,8.6,8.5,9.3,9.6,9.6,9.7,9.6,8.9,8.5,7.8
Balschwiller (68210),/management/ville/balschwiller/ville-68018,7.4,8.7,10.2,10.2,9.2,8,10.1,10.1,9.9,10.8,11.5,11.4,11.5,11.2,10.3,9.6,9.3
Balsièges (48000),/management/ville/balsieges/ville-48016,4.7,4.9,5,5,4.4,4,4.8,4.9,5.2,5.6,6.1,6,6.4,6.3,5.9,5.7,5.4
Baltzenheim (68320),/management/ville/baltzenheim/ville-68019,5.5,6,6.5,6.5,6.1,5.7,7.7,7.7,7.4,7.9,8.3,8.2,8.3,8.1,7.4,6.8,6.2
Balzac (16430),/management/ville/balzac/ville-16026,8.3,8.6,8.7,8.7,8.1,7.7,9.2,9.1,9.4,10.4,10.6,10.4,10.5,10.1,9.3,8.9,8.3
Bambecque (59470),/management/ville/bambecque/ville-59046,10.1,10.7,11.1,11.1,10.2,9.8,12,11.9,11.8,12.1,12.4,12,12.1,12.1,11.7,11.4,10.5
Bambiderstroff (57690),/management/ville/bambiderstroff/ville-57047,10.8,11.9,12.3,12.3,10.7,9.6,12.5,12.4,11.9,12.5,13.7,13.5,13.5,13.1,12.4,11.4,10.8
Ban-de-Laveline (88520),/management/ville/ban-de-laveline/ville-88032,10,10.5,11.9,11.9,10.5,10.4,13,12.4,12.3,13.4,14.4,14.5,14.1,13.5,12.4,11.9,10.9
Ban-de-Sapt (88210),/management/ville/ban-de-sapt/ville-88033,10,10.5,11.9,11.9,10.5,10.4,13,12.4,12.3,13.4,14.4,14.5,14.1,13.5,12.4,11.9,10.9
Ban-sur-Meurthe-Clefcy (88230),/management/ville/ban-sur-meurthe-clefcy/ville-88106,10,10.5,11.9,11.9,10.5,10.4,13,12.4,12.3,13.4,14.4,14.5,14.1,13.5,12.4,11.9,10.9
Banassac-Canilhac (48500),/management/ville/banassac-canilhac/ville-48017,4.7,4.9,5,5,4.4,4,4.8,4.9,5.2,5.6,6.1,6,6.4,6.3,5.9,5.7,5.4
Banca (64430),/management/ville/banca/ville-64092,7.8,7.7,7.3,7.3,6.9,6.5,7.9,8,8,8.7,9.1,9,9,8.7,8.2,7.9,7.3
Bancigny (02140),/management/ville/bancigny/ville-02044,8.6,9.3,9.6,9.6,8.9,8.6,10.5,11.2,11.5,12.5,13.1,12.7,12.7,12.5,11.7,11,10.3
Bancourt (62450),/management/ville/bancourt/ville-62079,7,7.4,8,8,7.3,7,8.5,8.6,8.7,9.2,9.6,9.4,9.3,8.9,8.3,8,7.5
Bandol (83150),/management/ville/bandol/ville-83009,10.5,10.5,9.9,9.9,9.1,8.4,9.7,9.7,9.9,10.3,10.8,10.9,11,10.6,10,9.6,9
Bandraboua (97650),/management/ville/bandraboua/ville-97602,,,,,,,,,,,,,,,,,
Bandrele (97660),/management/ville/bandrele/ville-97603,,,,,,,,,,,,,,,,,
Baneins (01990),/management/ville/baneins/ville-01028,5.8,6,5.6,5.6,5.1,4.8,6.4,6.2,6.1,6.6,7,6.9,7.1,6.9,6.4,6.1,5.8
Baneuil (24150),/management/ville/baneuil/ville-24023,8.3,8.7,8.9,8.9,8.2,7.9,9.7,10,10.6,11.4,11.9,11.7,11.7,11,10.3,9.8,9.4
Bangor (56360),/management/ville/bangor/ville-56009,7.1,7.2,7.2,7.2,6.4,6,7.7,7.8,7.7,8.3,9,9,9.2,8.9,8.1,7.7,7.1
Banios (65200),/management/ville/banios/ville-65060,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Banize (23120),/management/ville/banize/ville-23016,7,7.4,7.2,7.2,6.9,6.7,7.9,8.5,9,9.5,9.9,9.6,9.7,9.3,8.6,8.6,7.9
Bannalec (29380),/management/ville/bannalec/ville-29004,8.5,8.6,8.6,8.6,8.1,7.5,9,8.8,8.4,9.1,10,10.1,10.3,10,9.1,8.6,7.6
Bannans (25560),/management/ville/bannans/ville-25041,5.5,5.8,5.6,5.6,5,4.6,6.8,6.5,5.8,6.3,6.9,7,7.3,7.2,6.6,6.1,5.9
Bannay (18300),/management/ville/bannay/ville-18020,7.6,7.9,7.9,7.9,7.1,6.5,8.1,8.8,8.8,9.2,9.6,9.3,9.4,9.2,8.3,7.7,7.1
Bannay (51270),/management/ville/bannay/ville-51034,5.4,5.8,6,6,5.3,5.1,6.3,6.5,6.6,7.2,7.7,7.6,7.9,7.5,6.9,6.4,5.9
Bannay (57220),/management/ville/bannay/ville-57048,7.1,7.6,8,8,7.3,6.9,9.2,9.2,9,9.7,10.4,10.4,10.3,9.8,9.3,8.7,7.9
Banne (07460),/management/ville/banne/ville-07024,10.1,10.3,11.1,11.1,11,10.4,12.2,12,12.1,12.7,13.5,13.5,13.8,13.7,13.1,12.7,11.8
Bannegon (18210),/management/ville/bannegon/ville-18021,7.4,8,8,8,7.1,6.4,7.9,8.5,8.6,9.1,9.8,9.7,10,9.9,9.2,8.8,8.3
Bannes (46400),/management/ville/bannes/ville-46017,6.1,6.4,6.4,6.4,5.8,5.5,7.2,7,7.4,8.4,9,8.9,9.1,9.1,8.3,8,7.4
Bannes (51230),/management/ville/bannes/ville-51035,5.4,5.8,6,6,5.3,5.1,6.3,6.5,6.6,7.2,7.7,7.6,7.9,7.5,6.9,6.4,5.9
Bannes (52360),/management/ville/bannes/ville-52037,6.4,7,7.2,7.2,6.1,5.9,7.8,7.2,6.9,7.3,7.7,7.5,7.6,7.4,6.6,6.3,5.7
Bannes (53340),/management/ville/bannes/ville-53019,5.6,6,6.7,6.7,6.1,6,8.3,8,7.3,8,8.4,8.4,8.7,8.4,7.8,7.5,6.7
Banneville-la-Campagne (14940),/management/ville/banneville-la-campagne/ville-14036,8.5,8.7,8.8,8.8,7.8,7,8.8,8.9,8.9,9.4,9.8,9.8,10,9.6,8.9,8.6,7.9
Bannières (81500),/management/ville/bannieres/ville-81022,8.7,8.9,8.8,8.8,7.9,7.2,8.6,8.9,9,9.5,10.1,10.3,10.4,10,9.1,8.5,8
Bannoncourt (55300),/management/ville/bannoncourt/ville-55027,8,8.6,9.9,9.9,9.5,8.5,10.3,10.6,10.4,11.3,11.8,11.4,11.5,11.1,10,9.5,8.8
Bannost-Villegagnon (77970),/management/ville/bannost-villegagnon/ville-77020,6.6,7.3,7,7,5.9,5.4,6.7,7,7,7.6,8.1,8.2,8.3,8,7.6,7.5,7
Banogne-Recouvrance (08220),/management/ville/banogne-recouvrance/ville-08046,8.3,8.7,9.1,9.1,8,7.5,9.3,9.1,9.3,10,10.8,10.9,10.9,10.5,9.7,9.3,8.9
Banon (04150),/management/ville/banon/ville-04018,9.9,9.9,9.9,9.9,9.2,8.7,10.5,10.6,10.9,11.8,12.5,12.3,12.3,12.2,11.7,11.3,10.1
Banos (40500),/management/ville/banos/ville-40024,6.1,6.3,6.3,6.3,5.6,5.2,6.3,6.7,7,7.5,7.9,7.9,8.1,7.9,7.4,6.9,6.5
Bans (39380),/management/ville/bans/ville-39037,7.1,7.1,7.5,7.5,6.6,6.6,8.9,8.4,7.8,8.5,9.1,8.9,9,8.7,7.7,7.1,6.8
Bansat (63570),/management/ville/bansat/ville-63029,7.6,7.7,8,8,7.5,7.3,8.8,8.4,8.4,8.9,8.8,9,9.4,9.2,8.5,8.3,7.8
Bantanges (71500),/management/ville/bantanges/ville-71018,4.8,5.1,5.9,5.9,5.3,5.4,7,7,6.9,7.3,7.7,7.9,7.9,7.8,7.3,7.4,7.2
Banteux (59266),/management/ville/banteux/ville-59047,9,9.6,10.2,10.2,9.5,9.5,11.5,11.3,11.3,12.1,12.8,12.5,12.7,12.4,12.1,11.9,10.9
Banthelu (95420),/management/ville/banthelu/ville-95046,7,7.7,7.2,7.2,6.5,5.8,7.4,7.8,7.8,8.3,8.9,8.9,9,8.9,8.3,8.2,7.6
Bantheville (55110),/management/ville/bantheville/ville-55028,7.8,8.5,9.7,9.7,9.1,8.5,10.5,10.4,10.6,11.3,11.7,11.3,11.1,10.8,10.1,9.8,9
Bantigny (59554),/management/ville/bantigny/ville-59048,9,9.6,10.2,10.2,9.5,9.5,11.5,11.3,11.3,12.1,12.8,12.5,12.7,12.4,12.1,11.9,10.9
Bantouzelle (59266),/management/ville/bantouzelle/ville-59049,9,9.6,10.2,10.2,9.5,9.5,11.5,11.3,11.3,12.1,12.8,12.5,12.7,12.4,12.1,11.9,10.9
Bantzenheim (68490),/management/ville/bantzenheim/ville-68020,7.4,8.7,10.2,10.2,9.2,8,10.1,10.1,9.9,10.8,11.5,11.4,11.5,11.2,10.3,9.6,9.3
Banvillars (90800),/management/ville/banvillars/ville-90007,8.4,9.4,10.6,10.6,9.3,8.5,11.3,11,10.3,11.4,12.4,12.3,12,11.3,10,9.6,9.2
Banville (14480),/management/ville/banville/ville-14038,8.5,8.7,8.8,8.8,7.8,7,8.8,8.9,8.9,9.4,9.8,9.8,10,9.6,8.9,8.6,7.9
Banvou (61450),/management/ville/banvou/ville-61024,6.7,7.2,7.7,7.7,6.8,6.3,8.4,8.6,8.2,8.6,9,9,9.2,9.2,8.3,8,7.7
Banyuls-dels-Aspres (66300),/management/ville/banyuls-dels-aspres/ville-66015,11.1,11.2,11.1,11.1,10.9,10.5,12.3,12.6,13.2,14.4,15.4,15.7,16.2,16.1,15.1,15.1,14.4
Banyuls-sur-Mer (66650),/management/ville/banyuls-sur-mer/ville-66016,11.1,11.2,11.1,11.1,10.9,10.5,12.3,12.6,13.2,14.4,15.4,15.7,16.2,16.1,15.1,15.1,14.4
Baon (89430),/management/ville/baon/ville-89028,7.1,7.5,7.7,7.7,6.8,6.5,8.5,8.5,8.4,9.1,9.5,9.3,9.5,9.3,8.4,8,7.7
Baons-le-Comte (76190),/management/ville/baons-le-comte/ville-76055,8.8,9.3,9.1,9.1,8.1,7.5,9.4,9.5,9.5,10.2,10.8,10.7,10.7,10.6,9.9,9.4,8.9
Bapaume (62450),/management/ville/bapaume/ville-62080,7,7.4,8,8,7.3,7,8.5,8.6,8.7,9.2,9.6,9.4,9.3,8.9,8.3,8,7.5
Bar (19800),/management/ville/bar/ville-19016,4.4,4.7,4.5,4.5,3.9,3.9,5,5.1,5.3,5.9,6.4,6.4,6.8,6.9,6.5,6.3,5.7
Bar-le-Duc (55000),/management/ville/bar-le-duc/ville-55029,7,7.1,7.8,7.8,7.2,6.7,8.3,8.4,8,8.8,8.8,8.6,8.6,8.3,7.5,7.2,6.7
Bar-lès-Buzancy (08240),/management/ville/bar-les-buzancy/ville-08049,12.1,12.3,12.7,12.7,11.2,10.5,12.5,11.4,11.3,12.5,13.2,13,13.2,12.7,11.7,10.9,10.4
Bar-sur-Aube (10200),/management/ville/bar-sur-aube/ville-10033,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Bar-sur-Seine (10110),/management/ville/bar-sur-seine/ville-10034,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Baracé (49430),/management/ville/barace/ville-49017,8.1,8.2,8.2,8.2,7.5,6.8,8.6,8.6,8.5,9.2,9.9,10,10.4,10.1,9.3,9,8.5
Baraigne (11410),/management/ville/baraigne/ville-11026,8.7,8.9,8.8,8.8,7.9,7.2,8.6,8.9,9,9.5,10.1,10.3,10.4,10,9.1,8.5,8
Baraize (36270),/management/ville/baraize/ville-36012,7.2,7.8,7.9,7.9,6.6,6,7.7,7.9,7.9,8.7,9.2,9.5,9.6,9.6,9,8.8,8.2
Baralle (62860),/management/ville/baralle/ville-62081,9,9.6,10.2,10.2,9.5,9.5,11.5,11.3,11.3,12.1,12.8,12.5,12.7,12.4,12.1,11.9,10.9
Baraqueville (12160),/management/ville/baraqueville/ville-12056,4.4,4.5,4.7,4.7,4.2,4.1,5.2,5.4,5.3,5.9,6.5,6.3,6.4,6.3,5.9,5.6,5.3
Barastre (62124),/management/ville/barastre/ville-62082,9,9.6,10.2,10.2,9.5,9.5,11.5,11.3,11.3,12.1,12.8,12.5,12.7,12.4,12.1,11.9,10.9
Baratier (05200),/management/ville/baratier/ville-05012,7,7.2,7.2,7.2,6.9,6.4,7.3,7.5,8,8.5,9,9,9.2,9.1,8.6,8.4,7.8
Barbachen (65140),/management/ville/barbachen/ville-65061,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Barbaggio (20253),/management/ville/barbaggio/ville-2B029,9.1,9.5,9.9,9.9,9.1,8.1,8.7,9.2,9.6,9.7,10.6,11.5,11.9,11,10.1,9.6,8.8
Barbaira (11800),/management/ville/barbaira/ville-11027,8.6,9.1,9.1,9.1,8.7,8.6,10.4,11.2,11.4,12,12.9,12.9,13,12.5,11.3,10.9,10
Barbaise (08430),/management/ville/barbaise/ville-08047,12.1,12.3,12.7,12.7,11.2,10.5,12.5,11.4,11.3,12.5,13.2,13,13.2,12.7,11.7,10.9,10.4
Barbas (54450),/management/ville/barbas/ville-54044,5.6,6.1,6.1,6.1,5.3,5.3,7.4,7.2,6.8,7.3,8.1,8.2,8.3,8,7.1,6.7,6.3
Barbaste (47230),/management/ville/barbaste/ville-47021,7.9,8.2,8.5,8.5,7.5,7.1,8.3,8.6,8.5,9.2,9.5,9.5,9.7,9.5,8.7,8.3,8
Barbâtre (85630),/management/ville/barbatre/ville-85011,7.4,7.6,8.1,8.1,7.1,6.7,9.2,9.1,8.6,9.2,10.1,10.1,10,9.4,8.6,8.2,8.1
Barbazan (31510),/management/ville/barbazan/ville-31045,7.8,8.1,8.7,8.7,8.1,8.1,9.8,10,10.2,10.8,11,10.6,10.9,10.7,9.6,9.2,8.9
Barbazan-Debat (65690),/management/ville/barbazan-debat/ville-65062,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Barbazan-Dessus (65360),/management/ville/barbazan-dessus/ville-65063,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Barbentane (13570),/management/ville/barbentane/ville-13010,9.3,9.4,9.8,9.8,9.1,8.4,10,10.5,10.9,11.5,12,12,12.3,12.1,11.4,11.2,10.5
Barberaz (73000),/management/ville/barberaz/ville-73029,6.7,6.8,6.3,6.3,5.7,5.4,7.3,7.5,7.2,7.6,7.9,8,8.2,7.9,7.3,6.9,6.4
Barberey-Saint-Sulpice (10600),/management/ville/barberey-saint-sulpice/ville-10030,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Barberier (03140),/management/ville/barberier/ville-03016,8.7,9.2,9.4,9.4,8.6,8.1,9.9,9.9,9.9,10.4,10.9,10.8,11.1,11,10.2,9.8,9.3
Barbery (14220),/management/ville/barbery/ville-14039,8.5,8.7,8.8,8.8,7.8,7,8.8,8.9,8.9,9.4,9.8,9.8,10,9.6,8.9,8.6,7.9
Barbery (60810),/management/ville/barbery/ville-60045,9.2,9.7,9.4,9.4,8.5,7.8,9.3,9.7,9.8,10.4,10.9,11,11.1,10.8,10.2,9.8,9.4
Barbeville (14400),/management/ville/barbeville/ville-14040,7.6,7.5,8.1,8.1,7,6.5,8,7.8,8.1,8.9,9.2,9,9.3,8.7,7.9,7.5,6.5
Barbey (77130),/management/ville/barbey/ville-77021,9.6,9.6,9.9,9.9,8.7,7.6,9.5,9.3,9.6,10.5,11.4,11.7,12.3,11.8,11.2,11.3,11
Barbey-Seroux (88640),/management/ville/barbey-seroux/ville-88035,8.8,9.1,9.7,9.7,8.6,8.2,10.1,9.8,9.9,10.9,11.6,11.8,11.9,11.1,10.2,9.5,8.9
Barbezières (16140),/management/ville/barbezieres/ville-16027,8.3,8.6,8.7,8.7,8.1,7.7,9.2,9.1,9.4,10.4,10.6,10.4,10.5,10.1,9.3,8.9,8.3
Barbezieux-Saint-Hilaire (16300),/management/ville/barbezieux-saint-hilaire/ville-16028,8,8.1,8.2,8.2,7.3,6.5,7.9,8.5,8.7,9.2,9.4,9.3,9.7,9.7,8.9,8.4,7.7
Barbières (26300),/management/ville/barbieres/ville-26023,10,9.9,9.7,9.7,8.7,8.4,10.3,10.1,9.9,10.5,11.1,11.1,11.4,11.2,10.3,9.8,9
Barbirey-sur-Ouche (21410),/management/ville/barbirey-sur-ouche/ville-21045,6.9,7.1,6.9,6.9,6.3,5.8,7.3,7.5,7.3,8,8.6,8.5,8.8,8.4,7.8,7.4,7
Barbizon (77630),/management/ville/barbizon/ville-77022,6.6,7.3,7,7,5.9,5.4,6.7,7,7,7.6,8.1,8.2,8.3,8,7.6,7.5,7
Barbonne-Fayel (51120),/management/ville/barbonne-fayel/ville-51036,5.4,5.8,6,6,5.3,5.1,6.3,6.5,6.6,7.2,7.7,7.6,7.9,7.5,6.9,6.4,5.9
Barbonville (54360),/management/ville/barbonville/ville-54045,7.2,7.6,7.9,7.9,7.1,6.5,8.1,8.4,8.3,8.9,9.4,9.3,9.6,9.4,8.8,8.3,7.6
Barbuise (10400),/management/ville/barbuise/ville-10031,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Barby (08300),/management/ville/barby/ville-08048,8.3,8.7,9.1,9.1,8,7.5,9.3,9.1,9.3,10,10.8,10.9,10.9,10.5,9.7,9.3,8.9
Barby (73230),/management/ville/barby/ville-73030,6.7,6.8,6.3,6.3,5.7,5.4,7.3,7.5,7.2,7.6,7.9,8,8.2,7.9,7.3,6.9,6.4
Barc (27170),/management/ville/barc/ville-27037,8.4,9,9,9,7.5,7.1,9.5,9.3,9.5,10.7,11.2,11,11.3,11.2,10.2,9.8,9
Barcelonne (26120),/management/ville/barcelonne/ville-26024,8.4,8.6,8.2,8.2,7.4,7.1,8.6,8.7,8.7,9.5,9.9,9.8,10.1,9.9,9.3,9.1,8.3
Barcelonne-du-Gers (32720),/management/ville/barcelonne-du-gers/ville-32027,6.1,6.3,6.3,6.3,5.6,5.2,6.3,6.7,7,7.5,7.9,7.9,8.1,7.9,7.4,6.9,6.5
Barcelonnette (04400),/management/ville/barcelonnette/ville-04019,7,7.2,7.2,7.2,6.9,6.4,7.3,7.5,8,8.5,9,9,9.2,9.1,8.6,8.4,7.8
